Word,Label,POS Tags
['tha'],o,"[('[', 'JJ'), (""'tha"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aur'],o,"[('[', 'JJ'), (""'aur"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aj'],o,"[('[', 'JJ'), (""'aj"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['apka'],o,"[('[', 'JJ'), (""'apka"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['video'],o,"[('[', 'JJ'), (""'video"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aa'],o,"[('[', 'JJ'), (""'aa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['gya'],o,"[('[', 'JJ'), (""'gya"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['gazab'],o,"[('[', 'JJ'), (""'gazab"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['connection'],o,"[('[', 'JJ'), (""'connection"", 'NN'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['ye'],o,"[('[', 'JJ'), (""'ye"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['to'],o,"[('[', 'JJ'), (""'to"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['vandana_d_avhad'],per,"[('[', 'NN'), (""'vandana_d_avhad"", 'VBD'), (""'"", 'POS'), (']', 'NN')]"
['Yummi'],o,"[('[', 'JJ'), (""'Yummi"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['renu_prashant'],per,"[('[', 'NN'), (""'renu_prashant"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['kabitaskitchen'],per,"[('[', 'RB'), (""'kabitaskitchen"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aap'],o,"[('[', 'JJ'), (""'aap"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dosa'],o,"[('[', 'JJ'), (""'dosa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['ke'],o,"[('[', 'JJ'), (""'ke"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['liye'],o,"[('[', 'JJ'), (""'liye"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['konsa'],o,"[('[', 'JJ'), (""'konsa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['tawa'],o,"[('[', 'JJ'), (""'tawa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['use'],o,"[('[', 'NN'), (""'use"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['karte'],o,"[('[', 'JJ'), (""'karte"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['ho'],o,"[('[', 'JJ'), (""'ho"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['lapetitchef'],o,"[('[', 'NN'), (""'lapetitchef"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['You'],o,"[('[', 'NN'), (""'You"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['don'],o,"[('[', 'JJ'), (""'don"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['t'],o,"[('[', 'JJ'), (""'t"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['need'],o,"[('[', 'RB'), (""'need"", 'MD'), (""'"", ""''""), (']', 'VB')]"
['soda'],o,"[('[', 'JJ'), (""'soda"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['for'],o,"[('[', 'NN'), (""'for"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['dosa'],o,"[('[', 'JJ'), (""'dosa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dashanddazzle'],o,"[('[', 'JJ'), (""'dashanddazzle"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['in'],o,"[('[', 'JJ'), (""'in"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['This'],o,"[('[', 'VB'), (""'This"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['looks'],o,"[('[', 'JJ'), (""'looks"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['so'],o,"[('[', 'JJ'), (""'so"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['yummy'],o,"[('[', 'JJ'), (""'yummy"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mannu19arora'],per,"[('[', 'JJ'), (""'mannu19arora"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Yummy'],o,"[('[', 'JJ'), (""'Yummy"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['smiley_soni'],o,"[('[', 'JJ'), (""'smiley_soni"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Which'],o,"[('[', 'NN'), (""'Which"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['pan'],o,"[('[', 'RB'), (""'pan"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['you'],o,"[('[', 'NN'), (""'you"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['used'],o,"[('[', 'NNS'), (""'used"", 'VBD'), (""'"", 'POS'), (']', 'NN')]"
['because'],o,"[('[', 'NN'), (""'because"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['everytime'],o,"[('[', 'JJ'), (""'everytime"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['my'],o,"[('[', 'JJ'), (""'my"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dosa'],o,"[('[', 'JJ'), (""'dosa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['break'],o,"[('[', 'JJ'), (""'break"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['into'],o,"[('[', 'RB'), (""'into"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['parts'],o,"[('[', 'JJ'), (""'parts"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['Please'],o,"[('[', 'JJ'), (""'Please"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['do'],o,"[('[', 'JJ'), (""'do"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['reply'],o,"[('[', 'RB'), (""'reply"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['lalitaohdar'],per,"[('[', 'RB'), (""'lalitaohdar"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['Healthy'],o,"[('[', 'RB'), (""'Healthy"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['recipe'],o,"[('[', 'RB'), (""'recipe"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['urmila_veg_world'],per,"[('[', 'JJ'), (""'urmila_veg_world"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Yummy'],o,"[('[', 'JJ'), (""'Yummy"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['syeda____aman'],o,"[('[', 'JJ'), (""'syeda____aman"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Kya'],o,"[('[', 'JJ'), (""'Kya"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dal'],o,"[('[', 'RB'), (""'dal"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['ku'],o,"[('[', 'JJ'), (""'ku"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['raat'],o,"[('[', 'JJ'), (""'raat"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['bhar'],o,"[('[', 'JJ'), (""'bhar"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['bhigo'],o,"[('[', 'JJ'), (""'bhigo"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['k'],o,"[('[', 'NN'), (""'"", ""''""), ('k', 'NN'), (""'"", 'POS'), (']', 'NN')]"
['morning'],o,"[('[', 'RB'), (""'morning"", 'VBG'), (""'"", ""''""), (']', 'NN')]"
['main'],o,"[('[', 'RB'), (""'main"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['grind'],o,"[('[', 'JJ'), (""'grind"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['kark'],o,"[('[', 'JJ'), (""'kark"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dosa'],o,"[('[', 'JJ'), (""'dosa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dal'],o,"[('[', 'RB'), (""'dal"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['sakte'],o,"[('[', 'JJ'), (""'sakte"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['ya'],o,"[('[', 'JJ'), (""'ya"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dal'],o,"[('[', 'RB'), (""'dal"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['ku'],o,"[('[', 'JJ'), (""'ku"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['morning'],o,"[('[', 'RB'), (""'morning"", 'VBG'), (""'"", ""''""), (']', 'NN')]"
['bhigo'],o,"[('[', 'JJ'), (""'bhigo"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['k'],o,"[('[', 'NN'), (""'"", ""''""), ('k', 'NN'), (""'"", 'POS'), (']', 'NN')]"
['rat'],o,"[('[', 'JJ'), (""'rat"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['ku'],o,"[('[', 'JJ'), (""'ku"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['grind'],o,"[('[', 'JJ'), (""'grind"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['kark'],o,"[('[', 'JJ'), (""'kark"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['morning'],o,"[('[', 'RB'), (""'morning"", 'VBG'), (""'"", ""''""), (']', 'NN')]"
['dosa'],o,"[('[', 'JJ'), (""'dosa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['dal'],o,"[('[', 'RB'), (""'dal"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['sakte'],o,"[('[', 'JJ'), (""'sakte"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['musicaldebjani'],o,"[('[', 'JJ'), (""'musicaldebjani"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['So'],o,"[('[', 'JJ'), (""'So"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['far'],o,"[('[', 'NN'), (""'far"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['this'],o,"[('[', 'VB'), (""'this"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['is'],o,"[('[', 'JJ'), (""'is"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['the'],o,"[('[', 'RB'), (""'the"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['best'],o,"[('[', 'RB'), (""'best"", 'JJS'), (""'"", 'POS'), (']', 'NN')]"
['recipe'],o,"[('[', 'RB'), (""'recipe"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['much'],o,"[('[', 'RB'), (""'much"", 'JJ'), (""'"", ""''""), (']', 'NN')]"
['thanks'],o,"[('[', 'JJ'), (""'thanks"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['wondering_where'],o,"[('[', 'NN'), (""'wondering_where"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['Pesarattu'],o,"[('[', 'JJ'), (""'Pesarattu"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['moong'],o,"[('[', 'RB'), (""'moong"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['daal'],o,"[('[', 'JJ'), (""'daal"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['or'],o,"[('[', 'JJ'), (""'or"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Adai'],o,"[('[', 'JJ'), (""'Adai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['a'],o,"[('[', 'NN'), (""'"", ""''""), ('a', 'DT'), (""'"", 'POS'), (']', 'NN')]"
['common'],o,"[('[', 'JJ'), (""'common"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['breakfast'],o,"[('[', 'JJ'), (""'breakfast"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['option'],o,"[('[', 'JJ'), (""'option"", 'NN'), (""'"", 'POS'), (']', 'NN')]"
['in'],o,"[('[', 'JJ'), (""'in"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['the'],o,"[('[', 'RB'), (""'the"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['south'],o,"[('[', 'JJ'), (""'south"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Healthy'],o,"[('[', 'RB'), (""'Healthy"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['n'],o,"[('[', 'JJ'), (""'n"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['tasty'],o,"[('[', 'RB'), (""'tasty"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['anshika_n_me'],o,"[('[', 'JJ'), (""'anshika_n_me"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['This'],o,"[('[', 'VB'), (""'This"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['is'],o,"[('[', 'JJ'), (""'is"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['chilla'],o,"[('[', 'JJ'), (""'chilla"", 'NN'), (""'"", 'POS'), (']', 'NN')]"
['north'],o,"[('[', 'JJ'), (""'north"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['India'],loc,"[('[', 'JJ'), (""'India"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['or'],o,"[('[', 'JJ'), (""'or"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['pesarattu'],o,"[('[', 'JJ'), (""'pesarattu"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['south'],o,"[('[', 'JJ'), (""'south"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['India'],loc,"[('[', 'JJ'), (""'India"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mamta_apatel'],per,"[('[', 'JJ'), (""'mamta_apatel"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['How'],o,"[('[', 'VB'), (""'How"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['long'],o,"[('[', 'RB'), (""'long"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['we'],o,"[('[', 'JJ'), (""'we"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['can'],o,"[('[', 'JJ'), (""'can"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['keep'],o,"[('[', 'JJ'), (""'keep"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['this'],o,"[('[', 'VB'), (""'this"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['batter'],o,"[('[', 'RB'), (""'batter"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['in'],o,"[('[', 'JJ'), (""'in"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['fridge'],o,"[('[', 'NN'), (""'fridge"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['skumari327'],per,"[('[', 'JJ'), (""'skumari327"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Bhut'],o,"[('[', 'JJ'), (""'Bhut"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['tasty'],o,"[('[', 'RB'), (""'tasty"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Maine'],o,"[('[', 'JJ'), (""'Maine"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['bnaya'],o,"[('[', 'JJ'), (""'bnaya"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['but'],o,"[('[', 'RB'), (""'but"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['toot'],oo,"[('[', 'JJ'), (""'toot"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['jata'],o,"[('[', 'NN'), (""'jata"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aapka'],o,"[('[', 'JJ'), (""'aapka"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aise'],o,"[('[', 'JJ'), (""'aise"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['perfect'],o,"[('[', 'JJ'), (""'perfect"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['kaise'],o,"[('[', 'JJ'), (""'kaise"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['mummysapron'],o,"[('[', 'JJ'), (""'mummysapron"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mamta_apatel'],o,"[('[', 'JJ'), (""'mamta_apatel"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aap'],o,"[('[', 'JJ'), (""'aap"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['fridge'],o,"[('[', 'NN'), (""'fridge"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['me'],o,"[('[', 'JJ'), (""'me"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['1week'],o,"[('[', 'JJ'), (""'1week"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['aaram'],o,"[('[', 'JJ'), (""'aaram"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['se'],o,"[('[', 'JJ'), (""'se"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['rakh'],o,"[('[', 'JJ'), (""'rakh"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['sakti'],o,"[('[', 'JJ'), (""'sakti"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mummysapron'],o,"[('[', 'JJ'), (""'mummysapron"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['lalitaohdar'],per,"[('[', 'RB'), (""'lalitaohdar"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['mere'],o,"[('[', 'NN'), (""'mere"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['kitchen'],o,"[('[', 'RB'), (""'kitchen"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['me'],o,"[('[', 'JJ'), (""'me"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['bhi'],o,"[('[', 'JJ'), (""'bhi"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['healthy'],o,"[('[', 'RB'), (""'healthy"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['recipes'],o,"[('[', 'JJ'), (""'recipes"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['hai'],o,"[('[', 'JJ'), (""'hai"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['plz'],o,"[('[', 'JJ'), (""'plz"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['visit'],o,"[('[', 'JJ'), (""'visit"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['comment'],o,"[('[', 'JJ'), (""'comment"", 'NN'), (""'"", 'POS'), (']', 'NN')]"
['karke'],o,"[('[', 'JJ'), (""'karke"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['batae'],o,"[('[', 'JJ'), (""'batae"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['kaisi'],o,"[('[', 'JJ'), (""'kaisi"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['lagi'],o,"[('[', 'JJ'), (""'lagi"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mummysapron'],o,"[('[', 'JJ'), (""'mummysapron"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['muasonayadav6290'],per,"[('[', 'JJ'), (""'muasonayadav6290"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['yes'],o,"[('[', 'JJ'), (""'yes"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['aap'],o,"[('[', 'JJ'), (""'aap"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['isko'],o,"[('[', 'JJ'), (""'isko"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['diet'],o,"[('[', 'JJ'), (""'diet"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['me'],o,"[('[', 'JJ'), (""'me"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['bhi'],o,"[('[', 'JJ'), (""'bhi"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['le'],o,"[('[', 'JJ'), (""'le"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['sakte'],o,"[('[', 'JJ'), (""'sakte"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aur'],o,"[('[', 'JJ'), (""'aur"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['diet'],o,"[('[', 'JJ'), (""'diet"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['recipes'],o,"[('[', 'JJ'), (""'recipes"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['ke'],o,"[('[', 'JJ'), (""'ke"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['liye'],o,"[('[', 'JJ'), (""'liye"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['visit'],o,"[('[', 'JJ'), (""'visit"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['kare'],o,"[('[', 'NN'), (""'kare"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['mete'],o,"[('[', 'JJ'), (""'mete"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['youtube'],org,"[('[', 'JJ'), (""'youtube"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['kitchen'],o,"[('[', 'RB'), (""'kitchen"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['me'],o,"[('[', 'JJ'), (""'me"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mummysapron'],o,"[('[', 'JJ'), (""'mummysapron"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['skumari327'],per,"[('[', 'JJ'), (""'skumari327"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['1'],num,"[('[', 'NN'), (""'"", ""''""), ('1', 'CD'), (""'"", 'POS'), (']', 'NN')]"
['se'],o,"[('[', 'JJ'), (""'se"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['2'],num,"[('[', 'NN'), (""'"", ""''""), ('2', 'CD'), (""'"", 'POS'), (']', 'NN')]"
['baar'],o,"[('[', 'JJ'), (""'baar"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['practice'],o,"[('[', 'JJ'), (""'practice"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['स'],o,"[('[', 'NN'), (""'"", ""''""), ('स', 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aapko'],o,"[('[', 'JJ'), (""'aapko"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['bhi'],o,"[('[', 'JJ'), (""'bhi"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['aa'],o,"[('[', 'JJ'), (""'aa"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['jayega'],o,"[('[', 'JJ'), (""'jayega"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['yummywale'],o,"[('[', 'JJ'), (""'yummywale"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Nice'],o,"[('[', 'JJ'), (""'Nice"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['priyapanwar9656'],per,"[('[', 'JJ'), (""'priyapanwar9656"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Harnaaz'],per,"[('[', 'JJ'), (""'Harnaaz"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['manan'],per,"[('[', 'JJ'), (""'manan"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['world'],o,"[('[', 'JJ'), (""'world"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['tanyac_b'],per,"[('[', 'JJ'), (""'tanyac_b"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Can'],o,"[('[', 'JJ'), (""'Can"", 'MD'), (""'"", ""''""), (']', 'VB')]"
['I'],o,"[('[', 'NN'), (""'"", ""''""), ('I', 'PRP'), (""'"", 'POS'), (']', 'NN')]"
['make'],o,"[('[', 'JJ'), (""'make"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['it'],o,"[('[', 'JJ'), (""'it"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['without'],o,"[('[', 'NN'), (""'without"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['coriander'],o,"[('[', 'JJ'), (""'coriander"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['leaves'],o,"[('[', 'JJ'), (""'leaves"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
['mamta_apatel'],o,"[('[', 'JJ'), (""'mamta_apatel"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['mummysapron'],o,"[('[', 'JJ'), (""'mummysapron"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['thank'],o,"[('[', 'JJ'), (""'thank"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['you'],o,"[('[', 'NN'), (""'you"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['abhabhatt26'],per,"[('[', 'JJ'), (""'abhabhatt26"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Super'],o,"[('[', 'JJ'), (""'Super"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['khadija'],o,"[('[', 'JJ'), (""'khadija"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['shah'],per,"[('[', 'JJ'), (""'shah"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Is'],o,"[('[', 'JJ'), (""'Is"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['there'],o,"[('[', 'NN'), (""'there"", 'POS'), (""'"", ""''""), (']', 'NN')]"
['any'],o,"[('[', 'RB'), (""'any"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['way'],o,"[('[', 'JJ'), (""'way"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['to'],o,"[('[', 'JJ'), (""'to"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['make'],o,"[('[', 'JJ'), (""'make"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['it'],o,"[('[', 'JJ'), (""'it"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['very'],o,"[('[', 'JJ'), (""'very"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['crispy'],o,"[('[', 'JJ'), (""'crispy"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['with'],o,"[('[', 'NN'), (""'with"", 'POS'), (""'"", 'POS'), (']', 'NN')]"
['very'],o,"[('[', 'JJ'), (""'very"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['little'],o,"[('[', 'JJ'), (""'little"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['oil'],o,"[('[', 'JJ'), (""'oil"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['in'],o,"[('[', 'JJ'), (""'in"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['it'],o,"[('[', 'JJ'), (""'it"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['nehashri20'],per,"[('[', 'JJ'), (""'nehashri20"", 'NNP'), (""'"", 'POS'), (']', 'NN')]"
['Thanks'],o,"[('[', 'JJ'), (""'Thanks"", 'NNS'), (""'"", 'POS'), (']', 'NN')]"
